Date,Item,Material,Supplier,Cost Price,Sale Price,Quantity_Sold,Stock_Level,Fabric_Category
2024-11-19, Kurta, Rayon, Vasanth Textiles,340.0,380.0,167,124,Casual
2024-06-17, Handkerchief, Cotton, Sai Ram Fabrics,20.0,25.0,47,67,Casual
2023-08-29, Saree, Silk, Sri Lakshmi Silks,650.0,700.0,118,49,Festive
2024-08-11, Dupatta, Silk, Emco Textiles,280.0,320.0,60,88,Festive
2024-12-16, Blouse, Cotton, Sathya Textiles,70.0,90.0,191,179,Festive
2024-05-30, Pajamas, Cotton, Vimal Textiles,150.0,180.0,17,184,Formal
2023-06-14, Skirt, Chiffon, Ravi Textiles,300.0,340.0,36,38,Formal
2024-10-01, Shirt, Linen, Sri Velavan Textiles,250.0,280.0,36,124,Festive
2024-07-10, Bedsheet, Cotton, RR Textiles,180.0,210.0,30,48,Formal
2023-08-06, T-shirt, Cotton, Sri Velavan Textiles,220.0,250.0,39,56,Formal
2024-10-09, Kurta, Rayon, Vasanth Textiles,340.0,250.0,106,27,Casual
2024-11-10, Stole, Silk, Trendy Textiles,150.0,180.0,37,156,Festive
2024-08-27, Leggings, Cotton, Fashion Hub,200.0,250.0,120,81,Festive
2023-01-05, Kurti, Rayon, Ethnic Styles,400.0,450.0,70,135,Formal
2024-10-29, Waistcoat, Wool, Royal Attire,700.0,800.0,57,165,Festive
2023-03-22, Cape, Chiffon, Modern Designs,350.0,400.0,156,166,Casual
2023-09-04, Trousers, Cotton, Everyday Wear,300.0,350.0,13,164,Casual
2024-05-07, Blazer, Linen, Classic Fit,1000.0,1100.0,44,173,Casual
2024-10-10, Maxi Dress, Georgette, Summer Vibes,600.0,700.0,58,44,Festive
2024-01-21, Nightgown, Satin, Dreamy Fabrics,400.0,450.0,26,156,Festive
2024-07-28, Poncho, Wool, Winter Wear,500.0,550.0,181,115,Festive
2023-11-03, Jumpsuit, Cotton, Fashion Forward,800.0,900.0,167,166,Festive
2024-09-19, Cape, Velvet, Festive Looks,700.0,800.0,55,38,Festive
2024-09-16, Shrug, Chiffon, Light Layers,250.0,300.0,126,122,Casual
2024-06-26, Dhoti, Cotton, Traditional Styles,600.0,650.0,15,166,Formal
2023-01-07, Cardigan, Wool, Cozy Knit,400.0,450.0,108,78,Casual
2024-05-29, Tunic, Linen, Breezy Fit,300.0,350.0,133,114,Festive
2024-07-21, A-line Dress, Georgette, Elegant Fashion,800.0,900.0,46,157,Casual
2023-03-14, Skirt, Satin, Stylish Flare,500.0,600.0,33,33,Festive
2023-01-10, Culottes, Cotton, Trendy Trousers,400.0,450.0,102,171,Festive
2024-07-26, Sweatshirt, Polyester, Casual Comfort,300.0,350.0,55,78,Casual
2024-07-15, Peplum Top, Chiffon, Stylish Silhouette,450.0,500.0,190,55,Festive
2023-05-02, Anarkali, Silk, Regal Look,1200.0,1300.0,104,154,Formal
2024-11-17, T-shirt, Cotton, Casual Wear,150.0,180.0,108,44,Festive
2024-05-27, Duster Coat, Wool, Fashion Layers,600.0,700.0,197,75,Formal
2024-03-16, Kaftan, Rayon, Breezy Fit,500.0,550.0,125,89,Formal
2023-02-07, Mini Skirt, Denim, Stylish Casual,400.0,450.0,169,60,Festive
2024-12-02, Lingerie Set, Lace, Elegant Comfort,700.0,800.0,170,166,Casual
2024-08-13, Overcoat, Wool, Chic Winter,1200.0,1300.0,76,81,Formal
2023-12-11, Palazzo Pants, Linen, Fashion Forward,500.0,600.0,137,36,Casual
2023-12-04, Long Skirt, Georgette, Flowing Style,800.0,900.0,27,200,Formal
2024-12-02, Cropped Top, Cotton, Summer Style,200.0,250.0,34,179,Festive
2023-07-03, Jumpsuit, Silk, Fashion Elegance,900.0,1000.0,63,107,Festive
2023-03-08, Wrap Dress, Chiffon, Stylish Look,700.0,800.0,67,43,Formal
2023-01-17, Puffer Jacket, Polyester, Winter Warmth,800.0,900.0,76,52,Festive
2024-01-18, Tunic Dress, Rayon, Everyday Wear,500.0,600.0,113,116,Formal
2024-01-03, Bodycon Dress, Lycra, Party Glam,900.0,1000.0,183,97,Festive
2023-11-12, Cardigan, Cotton, Layering Essentials,400.0,450.0,33,67,Casual
2024-05-11, Kimono, Silk, Stylish Wrap,600.0,700.0,123,146,Festive
2024-12-21, Long Sleeve Shirt, Cotton, Smart Casual,300.0,350.0,41,58,Casual
2023-12-11, Palazzo, Chiffon, Flowy Style,500.0,600.0,184,102,Festive
2024-07-06, Cropped Hoodie, Polyester, Urban Fashion,400.0,450.0,95,94,Casual
2024-04-17, Shift Dress, Georgette, Effortless Style,600.0,700.0,160,103,Festive
2023-04-25, Jodhpuri Suit, Silk, Traditional Elegance,1500.0,1600.0,136,158,Casual
2023-04-10, Layered Top, Cotton, Casual Comfort,300.0,350.0,164,98,Formal
2024-03-13, A-line Skirt, Linen, Summer Breeze,500.0,550.0,139,96,Formal
2023-12-11, Sports Jacket, Polyester, Active Wear,800.0,900.0,26,72,Casual
2023-12-15, Ball Gown, Satin, Glamorous Nights,2000.0,2100.0,113,47,Festive
2023-05-19, Henley Shirt, Cotton, Casual Layer,350.0,400.0,170,180,Casual
2023-11-20, Shrug, Wool, Warm Layer,500.0,600.0,146,36,Festive
2023-10-29, Pencil Skirt, Georgette, Office Chic,800.0,900.0,52,156,Formal
2023-10-21, Trench Coat, Cotton, Classic Style,1200.0,1300.0,185,32,Festive
2024-06-12, Wrap Top, Chiffon, Stylish Fit,450.0,500.0,48,60,Formal
2023-10-19, Wide-Leg Trousers, Linen, Fashion Forward,600.0,700.0,179,175,Festive
2023-03-15, Maxi Skirt, Rayon, Flowing Elegance,700.0,800.0,35,52,Festive
2024-04-28, Tank Dress, Cotton, Summer Essential,400.0,450.0,108,165,Festive
2023-01-16, Sports Leggings, Polyester, Active Lifestyle,500.0,600.0,59,161,Casual
2024-06-09, Midi Dress, Silk, Elegant Evening,800.0,900.0,162,83,Casual
2023-12-02, Flannel Shirt, Cotton, Cozy Style,350.0,400.0,161,118,Formal
2024-05-30, Evening Jacket, Velvet, Elegant Layer,900.0,1000.0,22,158,Formal
2023-05-07, Lace Top, Chiffon, Feminine Charm,500.0,600.0,69,176,Casual
2024-06-01, Tracksuit, Cotton, Athleisure Wear,700.0,800.0,144,174,Formal
2023-05-09, Graphic Tee, Cotton, Fun Fashion,200.0,250.0,66,154,Casual
2024-05-25, Cape Dress, Georgette, Stylish Flow,1000.0,1100.0,45,166,Festive
2024-02-27, Sports Shorts, Polyester, Active Comfort,250.0,300.0,182,53,Formal
2024-01-20, Midi Skirt, Linen, Classic Cut,400.0,450.0,29,160,Formal
2023-08-20, Silk Scarf, Silk, Luxury Accessory,300.0,350.0,74,168,Casual
2023-07-14, Long Cardigan, Wool, Cozy Knit,700.0,800.0,17,144,Formal
2023-03-06, Cami Top, Satin, Elegant Layering,400.0,450.0,153,108,Formal
2024-09-06, Shift Dress, Cotton, Everyday Look,500.0,600.0,151,36,Festive
2023-10-04, Palazzo Set, Silk, Stylish Comfort,1200.0,1300.0,124,182,Formal
2024-10-31, Faux Leather Jacket, Polyester, Edgy Style,900.0,1000.0,152,184,Festive
2023-08-12, Sweater Dress, Wool, Cozy Elegance,800.0,900.0,101,172,Casual
2023-10-05, Gym Leggings, Spandex, Flexible Fit,400.0,450.0,107,170,Formal
2024-11-24, Pencil Dress, Georgette, Figure-Hugging,900.0,1000.0,75,154,Festive
2024-01-01, Tulle Skirt, Cotton, Feminine Flair,500.0,600.0,41,97,Casual
2024-05-30, Oversized Hoodie, Cotton, Comfy Style,600.0,700.0,95,36,Formal
2023-08-03, Maxi Kaftan, Silk, Resort Wear,800.0,900.0,60,105,Casual
2024-03-14, Utility Jacket, Denim, Casual Chic,700.0,800.0,162,152,Formal
2024-03-03, Tunic Blouse, Chiffon, Lightweight Layer,450.0,500.0,195,53,Casual
2024-12-29, Hooded Sweatshirt, Cotton, Comfortable Fit,500.0,600.0,72,51,Casual
2024-01-31, Shift Top, Silk, Elegant Casual,600.0,700.0,199,175,Festive
2023-07-28, Denim Skirt, Cotton, Classic Style,400.0,450.0,134,75,Casual
2024-05-15, Chino Pants, Linen, Smart Casual,500.0,550.0,159,121,Formal
2024-04-07, Peasant Top, Rayon, Bohemian Vibe,300.0,350.0,67,146,Formal
2024-08-08, Evening Gown, Satin, Formal Elegance,2000.0,2100.0,67,34,Festive
2023-08-15, Asymmetric Dress, Georgette, Fashion Forward,900.0,1000.0,95,196,Formal
2024-01-10, Longline Cardigan, Wool, Stylish Layer,800.0,900.0,58,116,Formal
2024-05-14, Skorts, Cotton, Fun and Functional,400.0,450.0,189,70,Formal
2023-04-03, Button-Up Shirt, Linen, Classic Fit,350.0,400.0,179,99,Casual
2024-04-04, Floral Dress, Rayon, Summer Breeze,500.0,600.0,79,107,Casual
2024-07-30, Leather Pants, Faux Leather, Edgy Look,700.0,800.0,24,160,Formal
2023-11-17, Bolero Jacket, Cotton, Short and Stylish,400.0,450.0,63,183,Festive
2023-01-10, Wrap Skirt, Georgette, Versatile Style,500.0,600.0,197,49,Casual
2023-10-30, Crossover Top, Silk, Elegant Layering,600.0,700.0,110,157,Festive
2023-11-18, Joggers, Cotton, Relaxed Fit,300.0,350.0,17,197,Formal
2024-03-31, Skater Dress, Chiffon, Fun and Flirty,600.0,700.0,62,116,Formal
2023-10-05, V-neck T-shirt, Cotton, Simple Style,250.0,300.0,69,49,Casual
2024-08-20, Cargo Pants, Cotton, Outdoor Essential,600.0,700.0,117,163,Formal
2024-06-21, Cape Coat, Wool, Elegant Layer,1200.0,1300.0,14,105,Casual
2024-12-30, Embroidered Blouse, Chiffon, Artistic Flair,550.0,600.0,112,30,Formal
2024-01-28, Sleeveless Dress, Cotton, Summer Comfort,400.0,450.0,15,195,Formal
2023-04-05, Bomber Jacket, Polyester, Sporty Style,700.0,800.0,118,155,Casual
2023-04-17, Pencil Pants, Cotton, Office Look,600.0,650.0,125,40,Casual
2024-01-25, Pleated Skirt, Georgette, Flowing Fashion,500.0,600.0,103,88,Casual
2024-06-09, Mock Neck Sweater, Wool, Cozy Winter,700.0,800.0,56,101,Formal
2024-11-03, Sweatpants, Cotton, Relaxed Fit,350.0,400.0,108,138,Formal
2023-03-12, Kaftan Dress, Silk, Stylish and Comfortable,800.0,900.0,64,123,Festive
2024-10-25, High Waist Jeans, Denim, Trendy Fit,600.0,700.0,177,151,Casual
2024-08-09, Off-Shoulder Top, Cotton, Summer Style,300.0,350.0,61,190,Formal
2024-01-11, Longline Blazer, Linen, Office Chic,800.0,900.0,153,80,Formal
2024-12-27, Peplum Blouse, Silk, Evening Elegance,550.0,600.0,22,58,Casual
2024-01-03, Cropped Jeans, Denim, Casual Essential,400.0,450.0,123,57,Festive
2023-02-20, Pinafore Dress, Cotton, Youthful Style,500.0,600.0,133,57,Casual
2023-05-23, Turtleneck Sweater, Wool, Winter Warmth,600.0,700.0,115,143,Festive
2024-02-23, Boho Dress, Rayon, Festival Vibes,500.0,550.0,167,187,Formal
2024-07-01, Denim Shorts, Cotton, Summer Casual,350.0,400.0,156,163,Festive
2024-05-14, Flared Pants, Polyester, Retro Look,600.0,700.0,154,192,Formal
2023-06-16, Sheath Dress, Silk, Evening Glamour,900.0,1000.0,129,175,Casual
2023-09-17, Hooded Jacket, Polyester, Outdoor Comfort,800.0,900.0,72,106,Casual
2023-07-11, Palazzo Pants, Cotton, Breezy Fit,500.0,600.0,28,164,Casual
2023-07-21, Off-Shoulder Dress, Rayon, Summer Chic,600.0,700.0,101,160,Festive
2023-07-04, Kimono Wrap, Silk, Elegant Layer,700.0,800.0,67,51,Formal
2023-06-07, Bodycon Dress, Polyester, Slim Fit,550.0,600.0,192,156,Casual
2024-09-13, Jogger Pants, Cotton, Casual Comfort,400.0,450.0,99,54,Casual
2023-04-09, Blazer Dress, Wool, Winter Elegance,1200.0,1300.0,126,195,Formal
2023-08-29, Churidar, Silk, Traditional Wear,800.0,900.0,71,58,Casual
2024-05-05, Cold Shoulder Top, Chiffon, Trendy Style,400.0,450.0,32,123,Formal
2023-07-21, Pencil Dress, Cotton, Office Ready,650.0,700.0,136,117,Formal
2024-09-25, Cargo Jacket, Polyester, Utility Fashion,900.0,1000.0,146,97,Formal
2024-05-23, Tiered Skirt, Georgette, Layered Look,700.0,800.0,149,145,Formal
2024-09-20, Boxy Top, Cotton, Casual Ease,350.0,400.0,138,154,Formal
2023-04-06, Mesh Dress, Polyester, Evening Glam,1000.0,1100.0,67,139,Festive
2024-05-04, Flannel Pajamas, Cotton, Cozy Comfort,500.0,550.0,131,140,Casual
2024-08-01, Sequin Dress, Satin, Sparkling Look,1200.0,1300.0,10,126,Festive
2023-08-06, Lace Blouse, Silk, Feminine Flair,600.0,650.0,43,118,Casual
2024-06-10, Knit Sweater, Wool, Winter Warmth,800.0,900.0,105,105,Festive
2023-09-30, Track Pants, Polyester, Sports Style,400.0,450.0,135,55,Formal
2023-08-07, Crop Top, Cotton, Summer Essential,300.0,350.0,127,160,Casual
2024-10-20, Maxi Dress, Georgette, Flowing Fashion,900.0,1000.0,57,154,Casual
2023-11-28, Bomber Vest, Polyester, Sporty Layer,600.0,650.0,98,67,Festive
2024-03-28, Wide-Leg Pants, Linen, Elegant Look,500.0,600.0,126,95,Festive
2023-06-01, Romper, Rayon, Playful Style,400.0,450.0,138,142,Casual
2023-12-13, Satin Blouse, Silk, Elegant Sheen,600.0,700.0,25,58,Festive
2024-02-18, Jogging Suit, Polyester, Sport Comfort,800.0,900.0,198,183,Festive
2024-06-10, Shift Dress, Cotton, Casual Comfort,450.0,500.0,78,115,Festive
2024-03-06, Faux Fur Coat, Wool, Winter Luxury,1500.0,1600.0,31,53,Formal
2024-01-14, Tie-Dye Shirt, Cotton, Summer Vibes,300.0,350.0,102,130,Formal
2024-03-03, Linen Shorts, Linen, Lightweight Fit,350.0,400.0,85,60,Festive
2023-03-25, Embroidered Kurti, Cotton, Ethnic Wear,600.0,700.0,163,103,Festive
2023-07-11, Silk Gown, Silk, Formal Elegance,2000.0,2200.0,153,168,Formal
2023-02-10, Tapered Trousers, Polyester, Office Look,550.0,600.0,188,116,Formal
2023-11-05, Off-Shoulder Blouse, Cotton, Trendy Style,400.0,450.0,95,30,Casual
2024-01-13, Dungarees, Denim, Playful Look,500.0,550.0,194,133,Casual
2023-05-16, Parka Jacket, Polyester, Winter Warmth,1200.0,1300.0,38,63,Formal
2023-04-16, Ruffle Skirt, Georgette, Layered Elegance,650.0,700.0,78,179,Festive
2024-06-02, V-Neck Sweater, Wool, Winter Casual,800.0,900.0,56,166,Festive
2024-06-25, Cargo Shorts, Cotton, Outdoor Comfort,400.0,450.0,103,95,Festive
2023-05-06, Bell-Bottom Pants, Denim, Retro Style,600.0,700.0,199,136,Festive
2023-12-23,Saree,Chiffon,Sri Lakshmi silks,336.0,254.0,186,139,Festive
2024-02-04,Lungi,Chiffon,Vasanth textiles,406.0,649.0,109,100,Formal
2023-03-20,Saree,Chiffon,Shree fabrics,428.0,459.0,68,135,Casual
2024-01-24,Churidhar,Chiffon,Emco textiles,250.0,140.0,57,168,Formal
2024-08-01,Cotton saree,Chiffon,Sri Lakshmi silks,211.0,560.0,170,120,Formal
2024-06-18,Saree,Cotton,Sri Lakshmi silks,336.0,612.0,169,177,Casual
2024-12-01,Lungi,Polyester,Shree fabrics,551.0,348.0,151,57,Formal
2023-03-15,Saree,Chiffon,Vasanth textiles,425.0,697.0,196,60,Festive
2023-01-05,Blouse piece,Polyester,Emco textiles,33.0,549.0,78,52,Casual
2024-04-07,Churidhar,Chiffon,Sri Lakshmi silks,310.0,102.0,87,107,Festive
2023-03-23,Blouse piece,Silk,Shree fabrics,470.0,681.0,184,90,Formal
2024-06-20,Lungi,Cotton,Shree fabrics,535.0,62.0,42,45,Casual
2024-02-09,Cotton saree,Polyester,Vasanth textiles,349.0,318.0,46,76,Formal
2024-05-28,Lungi,Silk,Sri Lakshmi silks,582.0,508.0,89,138,Casual
2023-10-05,Lungi,Linen,Shree Ram textiles,244.0,439.0,128,123,Casual
2023-08-12,Saree,Chiffon,Shree fabrics,100.0,48.0,96,164,Formal
2024-08-06,Cotton saree,Polyester,Sri Lakshmi silks,597.0,52.0,198,120,Formal
2023-03-09,Cotton saree,Silk,Emco textiles,265.0,91.0,69,177,Casual
2023-11-16,Lungi,Cotton,Vasanth textiles,310.0,248.0,143,151,Festive
2024-08-28,Saree,Chiffon,Emco textiles,191.0,589.0,38,109,Festive
2023-01-19,Lungi,Cotton,Shree fabrics,220.0,651.0,20,118,Casual
2024-10-01,Lungi,Silk,Shree fabrics,38.0,441.0,59,129,Formal
2023-12-09,Blouse piece,Silk,Emco textiles,89.0,230.0,179,159,Casual
2024-08-16,Blouse piece,Polyester,Shree fabrics,254.0,90.0,41,143,Casual
2023-12-09,Saree,Linen,Sri Lakshmi silks,316.0,432.0,131,170,Formal
2023-04-07,Churidhar,Cotton,Shree fabrics,198.0,692.0,59,192,Festive
2023-02-21,Blouse piece,Polyester,Vasanth textiles,91.0,660.0,57,28,Casual
2023-06-24,Churidhar,Chiffon,Sri Lakshmi silks,378.0,339.0,67,136,Festive
2023-12-04,Cotton saree,Linen,Shree Ram textiles,471.0,661.0,94,38,Festive
2024-11-24,Blouse piece,Polyester,Shree fabrics,43.0,235.0,198,198,Formal
2023-12-19,Blouse piece,Cotton,Shree fabrics,193.0,456.0,126,33,Casual
2024-01-26,Saree,Silk,Vasanth textiles,449.0,459.0,27,160,Casual
2023-04-25,Churidhar,Chiffon,Vasanth textiles,549.0,679.0,105,179,Festive
2023-12-14,Blouse piece,Cotton,Emco textiles,577.0,656.0,87,191,Festive
2023-01-01,Blouse piece,Linen,Emco textiles,589.0,561.0,94,114,Formal
2023-03-04,Saree,Linen,Emco textiles,57.0,395.0,156,171,Festive
2023-08-14,Saree,Silk,Vasanth textiles,475.0,187.0,109,186,Formal
2024-02-27,Churidhar,Silk,Emco textiles,237.0,404.0,149,154,Casual
2023-01-19,Cotton saree,Chiffon,Emco textiles,499.0,403.0,99,193,Formal
2023-01-31,Cotton saree,Chiffon,Shree Ram textiles,133.0,691.0,114,182,Festive
2024-09-24,Lungi,Silk,Emco textiles,455.0,441.0,89,167,Casual
2023-01-24,Blouse piece,Silk,Shree fabrics,130.0,645.0,109,181,Formal
2023-07-30,Churidhar,Linen,Vasanth textiles,570.0,531.0,78,64,Casual
2023-06-10,Blouse piece,Silk,Sri Lakshmi silks,551.0,268.0,166,156,Formal
2023-09-12,Churidhar,Polyester,Shree Ram textiles,135.0,614.0,47,166,Festive
2024-07-24,Churidhar,Cotton,Vasanth textiles,306.0,576.0,91,11,Festive
2023-04-24,Churidhar,Silk,Vasanth textiles,94.0,307.0,33,173,Casual
2024-05-18,Blouse piece,Chiffon,Shree fabrics,217.0,444.0,43,156,Casual
2024-11-02,Saree,Polyester,Emco textiles,346.0,50.0,131,144,Casual
2023-08-08,Blouse piece,Chiffon,Shree fabrics,167.0,359.0,63,163,Formal
2023-12-23,Churidhar,Polyester,Emco textiles,372.0,165.0,75,120,Festive
2023-06-18,Lungi,Silk,Emco textiles,134.0,345.0,139,81,Casual
2024-06-07,Cotton saree,Cotton,Vasanth textiles,575.0,550.0,198,140,Casual
2023-08-30,Churidhar,Chiffon,Emco textiles,409.0,128.0,51,111,Casual
2024-01-10,Lungi,Polyester,Shree Ram textiles,139.0,394.0,197,104,Formal
2023-05-19,Saree,Linen,Shree Ram textiles,574.0,667.0,188,101,Casual
2023-04-07,Churidhar,Silk,Shree Ram textiles,383.0,391.0,44,189,Casual
2023-05-27,Lungi,Cotton,Vasanth textiles,346.0,53.0,135,180,Formal
2023-07-01,Churidhar,Silk,Shree fabrics,295.0,296.0,85,199,Formal
2023-02-26,Blouse piece,Linen,Sri Lakshmi silks,94.0,248.0,61,33,Casual
2023-02-11,Lungi,Cotton,Emco textiles,362.0,320.0,183,129,Casual
2024-12-11,Blouse piece,Linen,Sri Lakshmi silks,542.0,482.0,95,77,Formal
2024-06-26,Blouse piece,Silk,Shree fabrics,162.0,428.0,156,63,Festive
2024-11-22,Lungi,Polyester,Shree fabrics,569.0,656.0,183,102,Formal
2023-01-02,Cotton saree,Silk,Vasanth textiles,564.0,522.0,57,53,Festive
2023-10-15,Lungi,Silk,Shree Ram textiles,525.0,186.0,180,142,Casual
2023-05-18,Cotton saree,Silk,Shree Ram textiles,398.0,318.0,189,64,Casual
2024-09-08,Churidhar,Chiffon,Shree fabrics,128.0,560.0,80,167,Festive
2024-05-26,Churidhar,Linen,Vasanth textiles,346.0,669.0,193,38,Formal
2024-12-30,Lungi,Linen,Vasanth textiles,152.0,645.0,108,163,Casual
2023-08-10,Churidhar,Linen,Emco textiles,349.0,473.0,37,120,Festive
2023-11-27,Saree,Chiffon,Shree Ram textiles,524.0,183.0,89,46,Formal
2024-09-08,Blouse piece,Polyester,Shree fabrics,486.0,328.0,101,173,Festive
2024-02-08,Blouse piece,Silk,Sri Lakshmi silks,551.0,425.0,135,190,Formal
2024-05-22,Cotton saree,Polyester,Shree Ram textiles,549.0,53.0,99,167,Formal
2023-05-07,Churidhar,Chiffon,Emco textiles,344.0,296.0,34,104,Formal
2023-09-22,Cotton saree,Linen,Vasanth textiles,571.0,385.0,195,131,Formal
2024-12-12,Blouse piece,Silk,Shree fabrics,508.0,384.0,32,63,Festive
2023-01-15,Blouse piece,Cotton,Shree Ram textiles,49.0,439.0,138,16,Festive
2023-08-14,Churidhar,Cotton,Sri Lakshmi silks,589.0,246.0,62,156,Festive
2023-04-15,Saree,Polyester,Emco textiles,159.0,211.0,76,58,Festive
2024-05-07,Saree,Linen,Emco textiles,322.0,503.0,36,130,Festive
2023-11-15,Churidhar,Cotton,Shree Ram textiles,161.0,309.0,197,82,Formal
2023-08-07,Churidhar,Polyester,Sri Lakshmi silks,385.0,260.0,51,50,Casual
2023-10-04,Cotton saree,Chiffon,Emco textiles,83.0,191.0,169,115,Casual
2023-12-07,Churidhar,Polyester,Shree fabrics,416.0,662.0,74,86,Festive
2024-03-27,Saree,Polyester,Emco textiles,294.0,222.0,32,191,Festive
2024-01-04,Churidhar,Polyester,Sri Lakshmi silks,244.0,438.0,66,136,Casual
2024-04-18,Cotton saree,Silk,Vasanth textiles,489.0,111.0,106,100,Formal
2023-07-09,Cotton saree,Polyester,Vasanth textiles,487.0,457.0,81,164,Festive
2024-02-23,Cotton saree,Polyester,Shree Ram textiles,72.0,322.0,48,17,Formal
2024-12-10,Cotton saree,Silk,Sri Lakshmi silks,307.0,113.0,41,41,Casual
2024-05-09,Lungi,Silk,Emco textiles,159.0,394.0,84,73,Casual
2023-02-08,Churidhar,Chiffon,Emco textiles,379.0,536.0,48,141,Festive
2023-06-11,Blouse piece,Linen,Vasanth textiles,573.0,367.0,67,33,Formal
2023-05-01,Churidhar,Cotton,Vasanth textiles,135.0,574.0,24,157,Festive
2024-02-03,Lungi,Cotton,Shree fabrics,30.0,619.0,182,172,Casual
2023-09-19,Cotton saree,Polyester,Vasanth textiles,461.0,486.0,120,70,Formal
2024-12-28,Lungi,Chiffon,Shree fabrics,335.0,412.0,90,191,Festive
2024-07-14,Saree,Polyester,Emco textiles,556.0,401.0,193,17,Festive
2024-08-26,Saree,Cotton,Shree fabrics,82.0,132.0,182,38,Festive
2023-05-09,Churidhar,Silk,Shree fabrics,549.0,360.0,192,104,Casual
2024-06-23,Churidhar,Linen,Shree Ram textiles,359.0,363.0,160,50,Festive
2023-12-22,Blouse piece,Chiffon,Vasanth textiles,587.0,423.0,157,167,Formal
2024-10-21,Blouse piece,Silk,Shree fabrics,354.0,614.0,85,158,Festive
2024-03-07,Saree,Linen,Emco textiles,143.0,385.0,91,20,Casual
2023-03-06,Cotton saree,Chiffon,Sri Lakshmi silks,176.0,142.0,44,11,Festive
2023-08-06,Lungi,Chiffon,Shree fabrics,195.0,254.0,191,59,Casual
2024-07-16,Blouse piece,Cotton,Vasanth textiles,408.0,231.0,79,178,Casual
2024-03-02,Blouse piece,Silk,Shree Ram textiles,168.0,233.0,194,140,Formal
2023-03-15,Cotton saree,Chiffon,Emco textiles,328.0,419.0,59,89,Formal
2024-04-04,Cotton saree,Chiffon,Shree Ram textiles,305.0,442.0,26,188,Festive
2024-02-29,Churidhar,Linen,Sri Lakshmi silks,207.0,639.0,193,96,Casual
2024-12-11,Lungi,Cotton,Shree fabrics,383.0,50.0,170,70,Casual
2023-07-11,Cotton saree,Polyester,Shree fabrics,183.0,226.0,65,167,Formal
2023-07-08,Blouse piece,Cotton,Vasanth textiles,230.0,54.0,105,115,Formal
2023-01-12,Blouse piece,Polyester,Shree fabrics,144.0,336.0,160,148,Festive
2023-08-27,Saree,Silk,Emco textiles,583.0,450.0,40,186,Casual
2024-08-15,Cotton saree,Silk,Sri Lakshmi silks,97.0,624.0,20,165,Formal
2024-03-28,Churidhar,Chiffon,Shree Ram textiles,474.0,91.0,142,32,Festive
2024-01-18,Lungi,Silk,Sri Lakshmi silks,474.0,679.0,166,193,Casual
2023-02-17,Churidhar,Chiffon,Shree fabrics,355.0,67.0,144,79,Casual
2023-11-13,Blouse piece,Cotton,Shree Ram textiles,388.0,616.0,52,57,Formal
2023-07-28,Churidhar,Silk,Vasanth textiles,174.0,56.0,23,29,Festive
2024-06-30,Blouse piece,Cotton,Sri Lakshmi silks,304.0,390.0,22,113,Formal
2023-04-29,Blouse piece,Cotton,Shree Ram textiles,538.0,467.0,110,97,Festive
2024-07-30,Blouse piece,Silk,Shree Ram textiles,208.0,689.0,71,40,Casual
2023-11-11,Blouse piece,Cotton,Shree Ram textiles,506.0,268.0,47,164,Festive
2023-02-05,Blouse piece,Silk,Emco textiles,443.0,249.0,89,139,Festive
2024-04-07,Saree,Silk,Sri Lakshmi silks,182.0,470.0,76,87,Festive
2024-07-07,Churidhar,Silk,Shree Ram textiles,133.0,333.0,127,93,Festive
2024-08-03,Saree,Polyester,Sri Lakshmi silks,104.0,621.0,163,150,Festive
2024-02-07,Saree,Cotton,Shree Ram textiles,157.0,143.0,43,172,Formal
2023-04-17,Cotton saree,Linen,Vasanth textiles,597.0,243.0,188,137,Festive
2023-02-08,Cotton saree,Silk,Vasanth textiles,374.0,92.0,96,143,Festive
2024-08-03,Cotton saree,Cotton,Vasanth textiles,560.0,414.0,194,40,Casual
2023-06-29,Lungi,Chiffon,Shree fabrics,188.0,93.0,95,147,Festive
2023-01-12,Cotton saree,Silk,Shree Ram textiles,567.0,315.0,88,30,Casual
2023-12-05,Churidhar,Silk,Shree fabrics,455.0,374.0,120,32,Formal
2024-12-16,Saree,Linen,Sri Lakshmi silks,52.0,70.0,178,140,Formal
2024-07-01,Churidhar,Polyester,Shree fabrics,76.0,174.0,111,169,Festive
2023-05-06,Cotton saree,Polyester,Sri Lakshmi silks,554.0,97.0,111,157,Formal
2023-03-04,Lungi,Silk,Sri Lakshmi silks,173.0,144.0,49,38,Festive
